Rank,Wallet,Owner,Balance,XRP Locked,Percentage,Total Balance
1401,rfhbhVgk4JUPi5GBH7N1J2DQfCEXMBZSXt,,2580124,,0.0,2580124
1402,rLv83A3v81GUZRyG9Hcd18Fya74qyUXsUf,,2580124,,0.0,2580124
1403,rDKimnn2LTdgFoe9JPQLytcNbxSBnHogMu,,2580124,,0.0,2580124
1404,r3FQP6S9hEvnDBtKvreTo4t1iB62AgGQ61,,2580124,,0.0,2580124
1405,raEtA1GFUHAQUs1m3veiRJ649tuqzTvMnL,,2580124,,0.0,2580124
1406,rBJzbZquGmTtWX9qb4BsbQJoZvT5qw1w3o,,2580124,,0.0,2580124
1407,rLXhzYwatPRYPxJPVv5ehvYcuSU5K9cxME,,2580124,,0.0,2580124
1408,rrpRxD7bAnQLaYz7KcW2tJj7YVsxuGFMVw,,2580124,,0.0,2580124
1409,rQadKJt3AGtpt8ekx2mE99d1n8ERK8eRii,,2580124,,0.0,2580124
1410,rwFz4oi8dURqro9f1zu4G6ybXEuiX7qxs8,,2580124,,0.0,2580124
1411,r9zdXfAjkAoGoczgZdBDUUbP1WWQEP7Nbh,,2580124,,0.0,2580124
1412,rDh7kAiBfi78m3YaWTC2DtbCtCH4AjziWu,,2580124,,0.0,2580124
1413,rCM2bAcESYSShYLU8m8sMwZHurqgL5ynq,,2580124,,0.0,2580124
1414,rDN3ytYAszcAqrXXeg43UzK7xfmXD9Fvsp,,2580124,,0.0,2580124
1415,rsxtuDhLMRHFvSA2BayVjQt34cugLwsgZn,,2580124,,0.0,2580124
1416,rDWqyTdDwR2EG1skraEbpteGxmi7sF81W8,,2580124,,0.0,2580124
1417,r4ztu6E6nSbjExPtoruyMRqmcdcVD6TmPg,,2580124,,0.0,2580124
1418,rwmifeCHvJpvmDAAdCpzBJSFK2WxSkMhUj,,2580124,,0.0,2580124
1419,raNytmRB9njhwtrs5c2zPFP9oq1RCmKm83,,2580124,,0.0,2580124
1420,rPYvid95W4KQQen7QwzfEtn4s4pysX3evj,,2580124,,0.0,2580124
1421,rnYiyzNW6TsJQBkUQPhyuHV9TCRQ3ZCRTp,,2580124,,0.0,2580124
1422,rpdSdunWisVR17F6RaK64kNJPBLbj8mHgG,,2580124,,0.0,2580124
1423,rJH7GhWDVJZfkZmaVY4agXfcw1WGD9CaPq,,2580124,,0.0,2580124
1424,rhfdYkgKGQzte8bExvgPjYzeBDgE2vVFXj,,2580124,,0.0,2580124
1425,rwAX6c2GAR2cBwUZghw4JdhdSXs2rj9zVx,,2580124,,0.0,2580124
1426,rhiCXnryzm6yMRqXdhk8n7JUG7EjPauEUm,,2580124,,0.0,2580124
1427,rL3SjUVunPSTGKMrFT9XPPw4PSrCgtZCzj,,2580124,,0.0,2580124
1428,raV2UHFA4ajysezEZh3QewCGZbhDYh3d8F,,2580124,,0.0,2580124
1429,rau5Do56QHeFAXTFLkrAEdEhMKxjdNmX2w,,2580124,,0.0,2580124
1430,rEhVEDNhrPRbNzPJTixfAKtAy1DVATAaxf,,2580124,,0.0,2580124
1431,rwFTKna7YkBqo5fggcbZhYtboFSDQgPQUr,,2580124,,0.0,2580124
1432,rG7HRiLLwu5rYwMQ7pvFLMCotUdjet7gDx,,2580124,,0.0,2580124
1433,rniSj4vvfbvpgRTbt8wXayjeTuQsqRupxC,,2579698,,0.0,2579698
1434,rHJisaV4ysd5k9GPYV27gymXv5PQXBvHbu,,2579698,,0.0,2579698
1435,rwSoociztLFsxNxuyBYf5uLnPKYcvWKGpK,,2579698,,0.0,2579698
1436,ra8jWEULGMg5AMmJcwXneGRd3MHfAWmFoF,,2579364,,0.0,2579364
1437,rBeobRZdoP9L8QojGRj4Nho7zccr99gCqB,,2577691,,0.0,2577691
1438,rwdUdy4Lx4PRcZfBskTP2oEqYQAh26NxoN,,2577691,,0.0,2577691
1439,rH4MaKZnYveBYDw87JfLJfYUKu7W8UBCZN,,2577691,,0.0,2577691
1440,rJeVrUznhVgFJM9b9THKxWiY2SjRvXQ2m3,,2577691,,0.0,2577691
1441,rNy1syC7pcrQPqi8ufdHnynsPw6HwNn4bL,,2577691,,0.0,2577691
1442,rKGS7LEnx1uhwiLK7i2rhNus1FmyjszX1H,,2577691,,0.0,2577691
1443,rLJpKXG9gHsjXi3RRi8qSxCHk2ANziqppA,,2577691,,0.0,2577691
1444,rLhx2imjbLM99t892aDiSrm22WKrBw2vVW,,2577691,,0.0,2577691
1445,r3YrMM6UzAaQKjJ2xyaeRJguJhKQNDUhgG,,2577691,,0.0,2577691
1446,rf7Zi4F2yjK1doRXEyVjWqC5BPuvgMLkeD,,2577691,,0.0,2577691
1447,rDfJ8a5DvvQKTvWVFF73KFm1jrgJH6mZEd,,2577691,,0.0,2577691
1448,rLnhnon7ASmndZrUSftqAJ8z6djQTETvKX,,2577691,,0.0,2577691
1449,rapekfoqwJXGdsmD7ebuiwQ5DYE1KhCKvq,,2577141,,0.0,2577141
1450,rn1ymmohUrWdQEG2mXuGWaLjvAPsmV7yfP,,2577141,,0.0,2577141
1451,rSSLTKz5vWSyym298jM85obgxuxRtM6Ke,,2577141,,0.0,2577141
1452,rBkq9m242xctQj4RhDLwbwWtKJCvfBpZxW,,2573191,,0.0,2573191
1453,rM68f9xkPiGfz8QtrSPrirTrU5PztQUQKb,,2572234,,0.0,2572234
1454,ra6rJv9kxjBi1FLvrNWBJnUyrn7YGernpp,,2572234,,0.0,2572234
1455,r6gk5cEqrxUot2bfTnCUXAPicFDv4F7Ko,,2572234,,0.0,2572234
1456,rHRMxKxkLX4RdAiV15kP7n1sm9X8YYCQMV,,2572234,,0.0,2572234
1457,rKpHSX9Z338DTvmFN5DdRun1vDuAzzUefn,,2572234,,0.0,2572234
1458,rLJtXAQPREcY9RSAxnEDqNg25mqKzrGP2J,,2571824,,0.0,2571824
1459,rGXCT473TZ2z1SXf6VjvmQVw9kLpYpRyiG,,2571060,,0.0,2571060
1460,rEoFBX833h72LyTphKepa4FPUeVNyeh4Tz,,2570683,,0.0,2570683
1461,rPVxe4wjaaybqDUstHoSTb3t46E8utyUxg,,2570683,,0.0,2570683
1462,rJxh66R3nWetMe7hEAADSeeFTyvRi8TguX,,2568618,,0.0,2568618
1463,rpff8HMnmmyWQXjKWz7mwUpnMuKaFna4WC,,2568618,,0.0,2568618
1464,rsCcH1VmEfzMJzehHkoGeSiTEyHox27LCE,,2568618,,0.0,2568618
1465,r42fY6WkMM7fZrArN7Z75zhiVUb489kN6Q,,2568618,,0.0,2568618
1466,rMW4MinEh2NM7rurTb1Y4WLoiA8sALzWBj,,2568618,,0.0,2568618
1467,rKfngPjUkcKZXywUCDUbrGFFq4RDvVD9dP,,2568618,,0.0,2568618
1468,rQUmLrHq9eHHEEy7ssjdtCSu8Yw6vAxgdE,,2568618,,0.0,2568618
1469,rET37pzvuTvfgWgF95Krixfn6SXcee4aYX,,2568618,,0.0,2568618
1470,rLF1iv3JZzCMAHS5XhrnSw9WmThr6Ljo9b,,2568618,,0.0,2568618
1471,r94488n2sV3Db2owch57VLnWu8a5QFW1QP,,2568618,,0.0,2568618
1472,rH6DAGCjqyQ97d4b53Zn4vww54vxBbnEZy,,2568618,,0.0,2568618
1473,rsdTMULNtcdWebGoZ9jEPgeP3d1i3mNyBF,,2567482,,0.0,2567482
1474,rB2TRVTN7T98vh7QHdDDyctXM3tDPtSpsA,,2565217,,0.0,2565217
1475,rLwjH5P7odLMx9Xg9cRaQ8kGUQeVs31nXA,,2561035,,0.0,2561035
1476,rhHLCDwzyp7GtCbbj7UMrBbRr7CDAeyep9,,2561035,,0.0,2561035
1477,rKvpoqJWc9VeCv8nabpkQUfhxpjsUFCg22,,2561035,,0.0,2561035
1478,rhYWJ1gFfv2SeANEbXMvn8Dmf9qfHQKdqC,,2561035,,0.0,2561035
1479,rnhGnC9tHfQAugFLG9hFhNndtUJL8bPTPo,,2561035,,0.0,2561035
1480,rJvN6qdmnpFPSckDWA1uoMuud1gmqzWPHp,,2561035,,0.0,2561035
1481,rsNMRhkzyPmZwP59on3zxiNJstSvGEE7fk,,2561035,,0.0,2561035
1482,rwREAuvxS8G8Lj6oRaYiBwW6HuSuGByws7,,2561035,,0.0,2561035
1483,rwd9zDDxisv321RDXbc4ofZ7ukXZwKHL8U,,2561035,,0.0,2561035
1484,r3Ve9VWATFKTSJmoYRpqEKFM3Jodrhm7Du,,2561035,,0.0,2561035
1485,ra2JQWRG3vpFd3gxRUiszWecs5VxCXnUUe,,2561035,,0.0,2561035
1486,rE8A9y7c3bPFRaTo6AoKAYZBNkze94Z9z7,,2561035,,0.0,2561035
1487,rKKM7PYqyKp7DtxuBmBM8zSedYVFf9QpqT,,2561035,,0.0,2561035
1488,rKDxqCqTYGWHLC8ChmdPsrrMUCwV9WN7HU,,2561035,,0.0,2561035
1489,rG2knftdzhJoKY17SUokUPT3VsrsAx6qhj,,2561035,,0.0,2561035
1490,rNjEHJiehjHjeCAzzHrmBUJhnsiWKaj5np,,2561035,,0.0,2561035
1491,rMAYNyUmy6nW7BSA8bj5dn2HGzMY21i4MB,,2561035,,0.0,2561035
1492,rMJhb6CXR8gX6gQG8Cy8AfgfT8RshfaCb6,,2561035,,0.0,2561035
1493,rMcQbjEQKPonqE9c2jDBQPt6Tyr86y9CyT,,2559947,,0.0,2559947
1494,rhzDDNe5z8eJAWcBwXNcqvqD8Ef4rwDFhM,,2558351,,0.0,2558351
1495,rBXsjUX2AnfYqTkXyDfDteUEFwjM61wkQB,,2558128,,0.0,2558128
1496,rNZTaqZ9sQ5rJTCdKXCP3LXc58sfxtyTs3,,2557721,,0.0,2557721
1497,riWimkCefrNmkWGAW5AJQzsag3ruXtq57,,2557721,,0.0,2557721
1498,rEPvpSoQdzxm5gWCdP48dKtT6DaBnDHjuE,,2553482,,0.0,2553482
1499,rUbHvKouZNR2FQixSA6wPtAyTfyR3D6uPz,,2553482,,0.0,2553482
1500,r4wf7enWPxyHtbizyV7ZHiZi5XgwHh4Rzn,,2553042,,0.0,2553042
1501,rJ4jBaQhdQKArAwsrm2uay1tRvK9BP5yNk,,2548367,,0.0,2548367
1502,rPZbNiUKqrKQe5HdVK7cyppss91RuqjwHV,,2548367,,0.0,2548367
1503,rMBNefapFsd56n3HWuCk4fYvwGsBjfSmyP,,2548367,,0.0,2548367
1504,rMUB9Egxy4sUnMXsX1ZoW6r8RMPaVV7jtt,,2547609,,0.0,2547609
1505,rHNrxY3vnbotGdVtgDJXX6V3edEqAUW4vv,,2547393,,0.0,2547393
1506,rQUeKTEEXuq4SLhbqxL33MovvyNfdoxzM4,,2547335,,0.0,2547335
1507,rPC9aT5AaxY8yupce7NcQLQCC9xjhBWnLs,,2544844,,0.0,2544844
1508,rcpuZgqRNFBArwhSWP6Ynt7BnJH9iA5dt,,2544844,,0.0,2544844
1509,rUQL8pHeqbzcMPdaBXr7rWG6K6tc2rzPMD,,2544844,,0.0,2544844
1510,ras2GaY66SWW6rcrhf3TZbT8zN8r8UQ7NL,,2544844,,0.0,2544844
1511,rKnDcEphhA9385PBMEEDYNobMtsz6kX2Y8,,2544844,,0.0,2544844
1512,rHcMVcqyy79uV6ahaopvcP9KX6AqovCNmJ,,2544844,,0.0,2544844
1513,r4bQqzkgXWm4Zf8RkkeRNatwq5MQ3YDSZ1,,2544844,,0.0,2544844
1514,rsLjGbgMyjM4T81cMb7FNLjBHEJ6SZ7ELk,,2543978,,0.0,2543978
1515,rHPsoLPZx68NDUsA5pqH3hgYcxcpai1sxQ,,2543011,,0.0,2543011
1516,rBdMTuEZXZvbAcEoYuZiAnwnvKFwU2z6uc,,2539531,,0.0,2539531
1517,ranDiWCAYgymxP9ZDA263ZANkEkEG1wGB4,,2536303,,0.0,2536303
1518,rsqq2uwk5Xw4auVT417iX3qLno2nzxXXvw,,2535614,,0.0,2535614
1519,rMxYDAxkJCvg8m4v5ifKUj8shYgfCTveKz,,2533946,,0.0,2533946
1520,rUChJgyscT3JsvNJRZFZfAGJU8Ym82Rncr,,2533946,,0.0,2533946
1521,r3P2Uto7ryJUq6jxjoa3tnB5ZwMCgW3fJd,,2532641,,0.0,2532641
1522,rN1VLEWooFkkWtoomBbf52HjNEyHQx4pQJ,,2530817,,0.0,2530817
1523,rBQkaRy3j4dNSpNzjpDpMtJ9ouXSDyx4kv,,2530817,,0.0,2530817
1524,rpUqq923woBMJGFrteVgHEyBpJctmrkRoh,,2530817,,0.0,2530817
1525,rG1w3XkGcH3LBF6fgxbsMQL23CgUFsEnBU,,2530817,,0.0,2530817
1526,rQffQsCN9avBXXaxxUSRbercFsjJfAk4o8,,2527248,,0.0,2527248
1527,rH7zt4ehVu7WnmsDSeGNfzwcrM5kNrdwcE,,2527248,,0.0,2527248
1528,rBSJdopPewG58UkxAAMfwURJBvG4PYDBpy,,2527248,,0.0,2527248
1529,rK7m8VpYLfk1cLvB8Pq8aw5AKVxjKbyaRx,,2527248,,0.0,2527248
1530,rh4Arpd38Tjh35PVhnf6U4UUpYunsgC5gE,,2527248,,0.0,2527248
1531,r95yUcrAqW3oT1GVid4oJPzCxV1tYQb8qJ,,2527248,,0.0,2527248
1532,rUhJHKduYXs2cancpjb1SXdnwAKEKiESfe,,2527248,,0.0,2527248
1533,rnn8eoCYVnu6HCbHqtuZYwfUqYvgmSdFWS,,2525277,,0.0,2525277
1534,rn1qTd2o9MxGV1sjSxzJJ4BQtEyHgCrAr9,,2525091,,0.0,2525091
1535,rDcs6LkTLH9Gi25gJSpLdm54xX2GrN9Uz5,,2522787,,0.0,2522787
1536,rGrejNp83gVwW7pyMH1e21nSbYzpBN1hLz,,2522294,,0.0,2522294
1537,rK1zLjgskUozhAMvXym7Axt1N3wArLgNNV,~n-hideotakeyama,2519349,,0.0,2519349
1538,rD8Fb3oZkUTKV3i8DQ3V26MaXad2aL5qcy,,2518127,,0.0,2518127
1539,r3x1fC2CBhT66PxJ4P5ronj2uLXp3QvN9e,,2518127,,0.0,2518127
1540,rKrXPpyGfmcnuvH78KWtv8uf5fLRakuM8k,,2518127,,0.0,2518127
1541,rBJtpaMH3vcatUC8iAA6CqWXVSuJTzPAzy,,2518127,,0.0,2518127
1542,rhK4Fsd9Un9fuoUJKedA8kKQCi97PsZcsZ,,2518127,,0.0,2518127
1543,rfVqScDRLqtwvnPa39cMyiQZeUVAt6TsL6,,2518127,,0.0,2518127
1544,rGpNUVG4WkcwQPwSh7NeuPhXKLJgGECAAx,,2518127,,0.0,2518127
1545,rJyfVjibTe67TH6EKRNzrM32nZQe7HAuuM,,2518127,,0.0,2518127
1546,rh5npvtGvbLkzfLg7ygQLogQ3hm9q5xA1v,,2518127,,0.0,2518127
1547,rPs4Xkey7EmyxurbGfwKGngB8Hrj3tvBhp,,2518127,,0.0,2518127
1548,r4wjjhD1pnUuESyuyVoLvj3o9TYvxqaZFk,,2518127,,0.0,2518127
1549,r4THoio55VxgmnzveqogkCXG9GzY9jRaYF,,2518127,,0.0,2518127
1550,rpWw1LJj6TrKmqtvyhTVgPgX5p2tcdfMp5,,2518127,,0.0,2518127
1551,rBRFwkzu7BdYLkaWN2Rea4yfjKoySiDTK9,,2515344,,0.0,2515344
1552,r4ZuQtPNXGRMKfPjAsn2J7gRqoQuWnTPFP,Robinhood (2),2514416,,0.0,2514416
1553,rhPcXVZQGLgoZANiz5xGtgzqtRdadDk414,,2506370,,0.0,2506370
1554,r4WueSbWtGfRSKhnrCwxwRQsJsNMpRjj8K,,2504812,,0.0,2504812
1555,rKCmY22rD66GVCZNiHw7NjU9wMhGPWnDXK,,2504390,,0.0,2504390
1556,rBAxMHULThQ2PHegxvLzJejibH5Pi5rCQG,,2500401,,0.0,2500401
1557,r9RENu5Hg84t8E4MSj85AG36tj2jd3di95,,2500270,,0.0,2500270
1558,rJ1HFft36k7CdrxRSAWdenDvBwkfQ5benr,,2500001,,0.0,2500001
1559,rNhGbVKsdwRZWDqmSRKu7gB7fR9N1RYeK1,,2500000,,0.0,2500000
1560,rDxUbHqpTkykE6BJBf2oMbn19ubdQmJYaR,,2499981,,0.0,2499981
1561,rpJGRX749bDDHS9RvFsiETzpERTktJpHz4,,2498783,,0.0,2498783
1562,rM3iM5zFCEc1fKs3kTmvZuAxz1EfoPna9S,,2494435,,0.0,2494435
1563,r4PBtXAJXS8fZC58XGJo3XbjHERLPvy5gn,,2489694,,0.0,2489694
1564,r3wSS9oykZErxNdkB5eH9bn5fCKFdC92JT,,2480333,,0.0,2480333
1565,rKZGuctwGvBJodrSSZm8D23hiNsjPycgaX,,2479520,,0.0,2479520
1566,rBGVPNG8rY2Fb7jretMpayYKZzZxn1E4vS,,2476653,,0.0,2476653
1567,r4r2bKw3EssYztv6QcuCksSSVjdCrgc7a8,,2472803,,0.0,2472803
1568,rLj42vi7AFWcZMb3BMyqavSGmW96GYfFjC,,2466462,,0.0,2466462
1569,rfe2xv88nV98XtZn6vvkrcAhHHCfscCw2e,,2455691,,0.0,2455691
1570,rsyYVAKPCCErTBhxtkeScXhMnCJJujP6Ez,,2451258,,0.0,2451258
1571,rLnxkUWsZPbakZQTDTABbeSKk57ivkUzuT,,2451209,,0.0,2451209
1572,rKfeoSaC18Mti2PvaSejUkhxpzc5EJueuY,,2451166,,0.0,2451166
1573,rKWH4re4224GJyNPacb3yWzFBfoiifMRVd,,2444581,,0.0,2444581
1574,rnhjsdYGaWkh8gtZ2qqMBzEPpsnEe55mUc,,2438502,,0.0,2438502
1575,r4vnUeLYqAiUjZtRk6BngTakguYEkkiEH7,,2429471,,0.0,2429471
1576,r9Jo3utWfbSX6m3HHhieSfGTBPNFfJryyf,,2425955,,0.0,2425955
1577,r32fqhvd6Zr8S2MtS6rX4PBbsM9KbMNLZU,,2425867,,0.0,2425867
1578,rhyXDAqnDHWdkwaGBp32yVmB78v4HV47k7,,2424931,,0.0,2424931
1579,r9R7bLDpEd1NE8dDypw14LYLta1MWAePQy,,2420008,,0.0,2420008
1580,rsmN2zf1LTABS5YHSWfxVtrz2iDY2SLF7u,,2419989,,0.0,2419989
1581,rB8Gxe2DWo8azGTS3n1dX5zn9LvSH6USYV,,2419696,,0.0,2419696
1582,rHwtsaA1X4mzVCEqcvEvk59uRLhVos9xnZ,~RL43-EE,2412669,,0.0,2412669
1583,rLq17V1j34ZT5cvgqm3KYjEJx8FNiRs48t,,2405455,,0.0,2405455
1584,rKCRhUNHuqs7XTzhwtGSkuhxvVC2viPfFB,,2401717,,0.0,2401717
1585,rNGb4DbjbjLm4WJP8E8yFYLpGV2uipgegV,,2400800,,0.0,2400800
1586,rKDu86AiKZnac5uUSxvu5aa3ayGtpxgug2,,2399920,,0.0,2399920
1587,rspwpmBx2BhveK3Maoj29dNiSwCjZ2Vf6H,~zhangle,2399732,,0.0,2399732
1588,rG153cxNJioRAHzow1u7v8AMBTvX1MKeS4,,2389202,500,0.0,2389702
1589,rEAKseZ7yNgaDuxH74PkqB12cVWohpi7R6,Robinhood (1),2387403,700,0.0,2388103
1590,rYJugcMSxri76rdLhksVFAKqgeb4EkPV3,,2384112,,0.0,2384112
1591,rKSaZm4oSbowtUEkDTMeqQtm5SvDR1MtGQ,,2383967,,0.0,2383967
1592,rBA9Nxd2N8w6d66LSCrkEK34CmvWKLyp3w,~MakahaGray,2380344,,0.0,2380344
1593,rBia4Uh31U9kKjZPgXuji3s7ZTRXUXn3cW,,2378617,,0.0,2378617
1594,rDsk3DFoKvrtGWMFzTx86zNW7ixpimsrjr,,2375764,,0.0,2375764
1595,rpNF4938Y8zCrqFP2owDHjMUdpAxMs49JD,,2375088,,0.0,2375088
1596,rJQkTfhUHznZC5NqZHGZTjCPWUi8sk1k8N,,2374682,,0.0,2374682
1597,rKsQCU6UHr3md6RM5n7FSjw7FBqfKjHVn1,,2374605,,0.0,2374605
1598,rprKw8bnwBURFHzzTsDLMCJR1CvCNfYDcn,,2372026,,0.0,2372026
1599,rhFRSXtRAgpTrKZR22JBFntzD5NG4YXNbZ,,2367207,,0.0,2367207
1600,raV5eg92Rokqf5HPcTkfVbK1HjRsZkaDtB,,2367115,,0.0,2367115
1601,re4tb6VQEq3q8pmDuSDRGnsiouA9sjaSq,,2360324,,0.0,2360324
1602,rKGtSc7f1KrEV8i5Qdb4kG1q2tpaffiLLP,,2359883,,0.0,2359883
1603,rEU1HwKV7b8NaGAR1hTqrqLMDHYGF1SKhD,,2355094,,0.0,2355094
1604,rUfQYu7wuqEVW7L37oQ7qjFH3WqfLM7Xua,,2354108,,0.0,2354108
1605,rHBqze8k21kyjgNMrRru1GjPoAQWCgzrVN,,2347982,,0.0,2347982
1606,rhkSsUaumF29pe3QqCJjbBvmDYXrSpNS8v,,2346087,,0.0,2346087
1607,r9TyNydzCSx5X4dUtxjTiwom9jA1mRTLha,,2339826,,0.0,2339826
1608,r4KQJ32Y8i8FpZME5Abasy4KCQnoxmqTR4,,2328671,,0.0,2328671
1609,rMc18FR2SMot36xMmGTMVSWdPSeSkY3YHj,,2322089,,0.0,2322089
1610,rsmjkQ2gVj9wDHAFRrj1XS9yayWjp7Tq7b,,2308379,,0.0,2308379
1611,rsDoF5udkeSJQcKNqPgHvqEyVBEX4ttoi4,,2300824,,0.0,2300824
1612,r9x4HBtN7wq7PEcMNyJg6a37xnvnJbuHG8,,2300121,,0.0,2300121
1613,rpr4Y5NrrW7h7WHTTc6CRLxaaCSF5rskuR,,2300080,,0.0,2300080
1614,rEXkHXGFgZV6QfU8oKjNU3N8jhKr4BoKCx,,2300000,,0.0,2300000
1615,rKjrvDoCHxvivHMac6GEtHMgxzQvikKTEC,,2295706,,0.0,2295706
1616,rU5qc3T62PZvD4oj2kGJenbnwGz5GPGvsa,,2292629,,0.0,2292629
1617,rGFbDBXa2E5N1XLFaFVRx6gbbS8XUGDQra,~aimax-t,2291705,,0.0,2291705
1618,rnNx2ehd2QMmPdbuzt9x9VPT6LyuT5HguN,,2289869,,0.0,2289869
1619,rpXAdBGc2uhUSRfQ89ZBqWEcixehtmL6iC,,2278350,,0.0,2278350
1620,rMC8GiUtGqCFHh4ZerQRE9Evrbfs76PdX1,,2278027,,0.0,2278027
1621,rG7mKU9WMG5SoFYaPoxicsCwSunzdJZVFr,,2275388,,0.0,2275388
1622,r3hhBe9coNgyeyDYpcEXd7gP6M1mabipN3,,2271464,,0.0,2271464
1623,rUHFybdcS8Q7r5383RsqsRhYq3uDLVgyVW,,2270919,,0.0,2270919
1624,rPiJimHz2R8DrzgA96zNGuR7ixzepn5ZuQ,,2268905,,0.0,2268905
1625,rJ13JUgHLCM772FW8q8uPbGfgoRMsFnTwM,,2267944,,0.0,2267944
1626,rE42gwQZjyXSha4UCWcA61XhU1HzhB9JkB,,2265189,,0.0,2265189
1627,rMZUMKdu6qKzcGUMrH3MtP6VmmcBX5xcK9,,2261966,,0.0,2261966
1628,rHNyf5NEdT6HhaY8HGWz51DRuasp1tSU5N,,2257353,,0.0,2257353
1629,rPK6aGcxGPzVJW8v6nFwCJwG2XM2TR9GZv,,2253176,,0.0,2253176
1630,rP7cfZhEu31JGVqhRTBQmrT2EMgm35aX1M,,2252975,,0.0,2252975
1631,rfzWBGiBk3o9gzPriZng9Wpkb9mhfm3HdX,,2252188,,0.0,2252188
1632,rHiVzWqdXmskfqtF3uKZJcQbLjZNUuzQip,,2251979,,0.0,2251979
1633,rshWdf4Gim7aqbeaEoN5pJboixEDeiji1P,,2251048,,0.0,2251048
1634,rGvYpokM62tCY3tTxvtzbcmZV3Und4rsBe,,2250001,,0.0,2250001
1635,rGQmbzDr5FvbjPtJj7EeWm6Z5wfWgcCy5V,,2245948,,0.0,2245948
1636,rUV5jnnbiECDbYwCV9MMAnd6PGLMZ7DsEb,,2243415,,0.0,2243415
1637,r9UruJJ3XiZVz7DfQj44tW7e77hAyUTF8u,,2242056,,0.0,2242056
1638,rLr9nQj12Z28PZDfreuwMVDuY3iqrgcPMa,PDAX (4),2233443,,0.0,2233443
1639,r9kM7ezfXhkqcckY7QQWB86TbBAwiqC6mj,,2222692,,0.0,2222692
1640,rD32i2YbYhstfKFyuZpTKRmRbjrJKGJQfc,,2221370,,0.0,2221370
1641,rKdrHzb2xdGNbJnqG4JSnv9sN9EKZ1s8JU,,2219550,,0.0,2219550
1642,rLH8gRrW6iu3gQ3bjeiLR2tpBJH5U7Wory,,2205782,,0.0,2205782
1643,rpX1Z2uHfBurGXBZvgNQigfQNi4hTqMz7C,,2204750,,0.0,2204750
1644,rfGJGB7SLoaw8t9iB4JgZNN8GnzPZ1ku21,,2197677,,0.0,2197677
1645,rwNxmGABqpGMiBi63AJXeXvExiCryzVwj6,,2197167,,0.0,2197167
1646,rhe5hv1D6JmikLSsBg5bcXwHJ2hTt2N7sY,,2196669,,0.0,2196669
1647,rBCqEtv7pffzNFVRcrgwJi7KUnQRhrmDZN,,2194788,,0.0,2194788
1648,rp5j5bWXX368Y3uomaD2BgoBQGwfbFPuy1,,2192982,,0.0,2192982
1649,rHR66gCssAqZSLUR2U4158ZbxeKrSXPgKL,,2183788,,0.0,2183788
1650,rKL6iowKRFWGWfG7e3ZWa7DymskPXS5Xwa,,2180057,,0.0,2180057
1651,rJtUPLicqhsp9AxMK35aVjzrMYJKLxvCnn,,2169336,,0.0,2169336
1652,rG6wruu1rCVQ4uSWUTSUAJ4Nb5dA67Z3Wh,,2167900,,0.0,2167900
1653,rJZjNNYGfeQ7MnUU2RcnEJgVUXMLPircAc,,2165217,,0.0,2165217
1654,r9uUek19TgrWiR7E48GQtCeR54fPAaETrX,,2164003,,0.0,2164003
1655,rnTTJHvCZ2yQz3Lu1jKiPQpLz6xvE1bTVp,,2160000,,0.0,2160000
1656,rfPNUGKnLi6pjvUL9UBaQSY1aHsC4FsymQ,,2156728,,0.0,2156728
1657,rFezbEtLnA3iuXsiUyRpDu28serNWZtg2,,2152775,,0.0,2152775
1658,rNmdRo1EpAguXWCo2HnR6bH4oFZ4mEuZFX,,2152582,,0.0,2152582
1659,r9gRdo54DEMQwyYCwTfK1WWywQcwnyPt7m,,2152431,,0.0,2152431
1660,rrhkvH4aWNtCi3nnZrkRdDoMNfwgcR9WWU,,2131086,,0.0,2131086
1661,rfcDsUvHGhoB7hQNh7hRcWp543xdX3FXiK,,2125472,,0.0,2125472
1662,rJxqEjzmpZmeZnTomJwJro2kbTg81v9QGj,,2124555,,0.0,2124555
1663,rHWJgp8aT4PbJHcaAtjkrXVEfkDYzZejrG,,2123277,,0.0,2123277
1664,rhc1zzpwc5oduD9LzvaHVADaYPL81E3neG,,2119320,,0.0,2119320
1665,rw5JbiAHtMPnkLM8XYrrwiVGgkeNx1f4vq,,2114193,,0.0,2114193
1666,rHD52LTMwCcEkGzcp2JqGufF64bdnYWNPw,,2106232,,0.0,2106232
1667,rhXys5rTRGK28KhdKnUSk36T66FHTe9HKb,,2106064,,0.0,2106064
1668,ra4H96WKzUk2XQyGxBq2m72Ec3GsMaQfUx,,2102610,,0.0,2102610
1669,rBCZinvgpWGmn5L4RqxwVCDYegsmbZmPeH,,2100072,,0.0,2100072
1670,rBcWwH3kgG9xoY7jz6oQENNKg3A1r9HbAh,,2100024,,0.0,2100024
1671,r3yfs7HMxoae6HpL3oaNPK5iAmeDCwK676,,2100020,,0.0,2100020
1672,rgxRPxd5UQqDNmvu9HGQ66YwDU2uSmPuS,,2100010,,0.0,2100010
1673,rnYZZevuZDgR6PrQDJGyTpRXbuMFuf6TUa,,2098950,,0.0,2098950
1674,rD2RbULJNvMNSwqq2xARwrDzmC6enqMnA,~jana19,2080660,,0.0,2080660
1675,r3ge9UpFwHc3RW1bmJy9a9qL7Cf6cDdVkJ,,2079464,,0.0,2079464
1676,rfGo44SXkV5HDz7iYFEHKghfVXvbMYBhqD,,2079086,,0.0,2079086
