Rank,Wallet,Owner,Balance,XRP Locked,Percentage,Total Balance
2409,rhfcfVVLL1DLHo7GWLbdMv9cEGTXCigHqn,,1036111,,0.0,1036111
2410,rhiJjKkvyksErP4Lzqot4EsPPawbySsPGx,,1035838,,0.0,1035838
2411,rMXRpkMH8zkSFhLTV362nBceNDSkEBV5zF,~M50-Bullet,1035101,,0.0,1035101
2412,rpcWQC9Uziwo3VDEbgexY868Rjw86KGovG,,1034071,,0.0,1034071
2413,rUzFggPUdt3zz9gGo1vF1oKD3AGHAn92F4,,1033200,,0.0,1033200
2414,rUuzmVgZdnw2XVus5BALcLp5HbhApazvwi,,1033151,,0.0,1033151
2415,rKXitL9fj1U34a6xHKoVcQSfpzSfYmigSn,,1032515,,0.0,1032515
2416,rKv1CcnLFSjQ7ecowP8QpsHy3cMyNaC2ku,,1031592,,0.0,1031592
2417,r3G4Djb6Fu7rGJ1KrPJM6wwGWxD8BV9XoQ,,1031269,,0.0,1031269
2418,rQUv43QsHc1RGhw6mQCDu2qSnLm3f41RUH,,1030756,,0.0,1030756
2419,rsoPYxXLMtwdbWFFr2tPRbiZQXbbwRYuPd,,1028893,,0.0,1028893
2420,rGjSWUxcPMAe97iPAnP1eov4euWW5QXoqe,,1028396,,0.0,1028396
2421,rKZRUmHjjG2q2GC8f4jC44mnRxSB92GZYG,,1026245,,0.0,1026245
2422,rsJ5Npf3KcyV1mUsDL7MZ7dvPfdqXdZNYi,,1026045,,0.0,1026045
2423,rrn7pcNawQgeuTExunp9qWFKabjaVc3DaJ,,1025100,,0.0,1025100
2424,rnD7FcHNuFjMMhJyDqM6vxLmTBo9W7k7mQ,~aictraderipple,1024437,,0.0,1024437
2425,rKyGi4vJmDLhv5VeU44z8APmoN8TJgS2sF,,19,1024000,0.0,1024019
2426,rsZrYzMWL5wiLg6whTssa5jRT7YkfTtQBg,,1023575,,0.0,1023575
2427,rfYiT6fpatUyhxYo4pW4TGseREuhpPCKGe,,1023046,,0.0,1023046
2428,rJ59CwzuYo43eofWLdvppxq41pBUeREHyw,,1022771,,0.0,1022771
2429,rts74zRAbZhBo2ofpaRgj8qdYfWwh2RxS,,1021742,,0.0,1021742
2430,r9pdh8MuxXpAZDysFFLAFbzFomvAGdrbWn,,1021632,,0.0,1021632
2431,r46D4wChPp4wv47W3dRsP6fYFR7m2VzZPQ,,1021525,,0.0,1021525
2432,rLtaTD7VB2hfhcCFe3Tkfrv1ZB8x2opxpM,,1020481,,0.0,1020481
2433,r477gTetL1CsP9FYisQKXG4VKUJkpkDznc,,1020183,,0.0,1020183
2434,r977Ej1WoCnSE1knH3261CRxGia4pZBLa8,,1019207,,0.0,1019207
2435,rsBXpxpm4byVZWCBaQXXscZK38anAJpFDo,~luckymaoo,1018437,,0.0,1018437
2436,rBUkG3qsJvAzNH25SPf3rcbVBWXfEaJxTL,,1018016,,0.0,1018016
2437,rGcKHdUf88X6xGEdPFWpVP6Fe9ZcNaxTvM,,1017989,,0.0,1017989
2438,rM7xK7U4adbZKzfo6FNYoGrJ34xJyVEFMf,,1017395,,0.0,1017395
2439,rwz5QM3zwYXCcyjUKvUZDDP8EQ9F3T2Srp,,1017395,,0.0,1017395
2440,rBe2SnbBuXLQKkCU6FsoTJvB7ctQ4QUnu1,,1017395,,0.0,1017395
2441,rGJ3SEtNoQ99MmMNpSoyrHJZRyCeoo5vhR,,1017128,,0.0,1017128
2442,r4HpnHF8YATe5TBam4iCytv8njr2YQhoCi,,1017128,,0.0,1017128
2443,rUZyPcBX5zoekDJ5QjWrxk6W9kfg2XFUKd,,1017128,,0.0,1017128
2444,rEuWtu1gATkA7eHtKqd8H5movQBHDjR2Jg,,1017128,,0.0,1017128
2445,rPrSLxTX1MzLpSvJsAK1F2MgNXwgNbVpJJ,~indesnoepkast,1017003,,0.0,1017003
2446,rU3hEjtyeXWVYGPSbuzbzTV4fPzeNWSCSp,,1016475,,0.0,1016475
2447,rGNogSCyyfLxyBw2VoC53yuK5FG3CZmfN,,1015832,,0.0,1015832
2448,r4KRakDgfbP7u7LULthtozEjHWZc9fRwV9,,1015101,,0.0,1015101
2449,rwx2JHjVhfaDTqtNQYUiXykfMFvz2xsujW,,1013480,,0.0,1013480
2450,rGoQPfiy6z2ycgZ2Cm7oCSmxp17Whv63bK,,1013273,,0.0,1013273
2451,rEHG1ddZgzjcXA8hrsKXosM5BAwcmoxFkr,,1012507,,0.0,1012507
2452,rt9Kh9w4N2L33EtcQqex8yWhbjLHebMVy,,1012456,,0.0,1012456
2453,rMbiyCuh6J983GAhymWpZ6JHUHA6Vi3JNA,,1009999,,0.0,1009999
2454,rKGP3wqR3K4sjou5dLLi4CfHksMt9cyKXg,,1009930,,0.0,1009930
2455,rP2DDmPQiiZALx1hQnxx4NUTx49xcgPhAf,,1009772,,0.0,1009772
2456,rnuKqCkrHdeQfGKdiKVuAe1jU5tMD3yLew,,1009516,,0.0,1009516
2457,r9i5CSpDRoAjB9t58tYb9EoQdpfc2BaqKn,,1009471,,0.0,1009471
2458,rBKLLnrR6Q8UEZFPNVLkaBtSBeGKAktdWa,,1009325,,0.0,1009325
2459,rHkTUU5BKQ6M9rBSniyvjgYBuem5Hksy1V,,1008782,,0.0,1008782
2460,rGaEfNroZgbEug7fwr8yTc2uVAwNP9WfNn,,1008600,,0.0,1008600
2461,rpFztCCy3NuCosNsXFCLrfxJPkRXe4sG5u,,1008570,,0.0,1008570
2462,rDX9kRRHD3b5JAJv7orTYYqEFG1VfFccXc,,1008142,,0.0,1008142
2463,rffTkcDCZKGjDNDCbTcoqzVopcKe6nrqPC,,1008104,,0.0,1008104
2464,r3j9GTeMBecm5PSwjMT8m7nnJcxqKRKnxJ,,1007500,,0.0,1007500
2465,rh8gm3GGHiWtBQM2Uf9jkKEGAQhZEwcdrp,,1007381,,0.0,1007381
2466,rhc65ER6vKDxUVuvjwakxCFv1mDSosECUG,,1006043,,0.0,1006043
2467,rhok58PbnAJJCk7eTHNL9FZ9jiSSHGfoXV,,1006043,,0.0,1006043
2468,rHnoFfkX3MndvYb27a2hRvfgj3ighqBLoo,,1006043,,0.0,1006043
2469,rtLJ5c6JC3E8n5UxqBFCVNVibek6fposb,,1005958,,0.0,1005958
2470,rHa2V38NYdtjYafppNRXirEqGR42wvw58s,,1005235,,0.0,1005235
2471,rpxFDB3iFiPUwbn4aW2nbGMpFrTUdd4roe,,1005221,,0.0,1005221
2472,ra4NxCoNmiDKQCrnYLcEqTpg6xQpG4vbTL,,1005001,,0.0,1005001
2473,rKzaUQyN8C7vQxBWotzG7vE3mCoZn4mi1v,,1004402,,0.0,1004402
2474,rxAfgiTXqcFyvT91oDuBGoXdT9nRrrd5A,,1004252,,0.0,1004252
2475,rJZFjPnUU6PVriRkwzLNBpBnTJdCo8k7pw,,1004061,,0.0,1004061
2476,rMXt9YhSY79cj1yCtQsKkJ3qobCfHZzfd7,,1004049,,0.0,1004049
2477,rfaU1CRppX7p6gwE6YC7Y9Y2HVWBTT5iCZ,,1004038,,0.0,1004038
2478,rPLKnS38b2LTGjPkpSeiTVdxxhfyyFLRj,,1003921,,0.0,1003921
2479,rhjKjQ21WcmodnXcqt4sUUNJnDfKwd3mLq,,1003831,,0.0,1003831
2480,rwnwSumCTUVCRsZc2bTW3zxVhj419DWxWz,,1003521,,0.0,1003521
2481,rNDJNDpH3dZy5oV4R27kGtSP1QfomN5hXM,,1003439,,0.0,1003439
2482,riyFBZu1mR98xxwyJfjpUGbvtNhcdRQoM,,1003340,,0.0,1003340
2483,rLpMrKaUSCkvA6Z1QfZNFjX7Dpd62ytu6S,,1003330,,0.0,1003330
2484,rfrQgPBkwkm9H15n45ZRyiDzNKxi4fNpgJ,,1003246,,0.0,1003246
2485,rE9d52gSBeD25r5hrNcgXVBXLJfaUKvgsw,,1003169,,0.0,1003169
2486,rLKcUH5Tt3MqXmKN2JsH7JCHQaeV3qghjN,,1002762,,0.0,1002762
2487,rpqELuRh7Vy2tHjyrCEqykBWzW3fAkZQfk,,1002600,,0.0,1002600
2488,rrQrsm3r57iGFxkDHqTuqLir7o8RqYMU3,~mizue-saitou,1002454,,0.0,1002454
2489,rLienU8TkhrkgeqyDNwSTBTamuUNgwMFNb,,1002301,,0.0,1002301
2490,rEZ6Thq4QVuzceaSdC89iM2dvpVmhyD9vE,,1002291,,0.0,1002291
2491,rGA63XPNiQ9zoGrb5cMXVeMgDju5pwWHfg,,1002004,,0.0,1002004
2492,rJz8KWMFWVSgsfEonnnbcCnqpqM5uZkx9c,,1002000,,0.0,1002000
2493,rUZmhFSBpuCBaE1nBzgmNhHiNUcx46a9GG,,1001836,,0.0,1001836
2494,rLnjkw3rdBo4oXSMpygKKxq79nfcjF3M6i,,1001768,,0.0,1001768
2495,rK3BD1bUMiXYE1Ys5FYwQZNxJgkx77Yss1,,1001723,,0.0,1001723
2496,rswwp7bEnrchdDhYD7zGjrWZzddjji3Zqg,,1001716,,0.0,1001716
2497,rD8DksrPyYvzawRpuyo4h8ZvNZWz8TYSkf,,1001571,,0.0,1001571
2498,r2hTvjoghoijZ5eVEkQr8H43aPD2rbCTf,,1001322,,0.0,1001322
2499,rnpfTj9jQKBeshkPXTESTydurvR5LmuZ62,,1001255,,0.0,1001255
2500,rqd2LX4Xgxp3VrfXbfFGg8pzoZRuVcqbw,,1001227,,0.0,1001227
2501,rQUyCu8MmrKpGDfcKhFFrjNrNSnwrCrGsM,,1001173,,0.0,1001173
2502,rfZGKfSWi3EfmB9pDnhvLN1FWoKxNsCX37,,1001130,,0.0,1001130
2503,rHdxE1ZmFCe4UpXeSs4W2en2bUZnAsU4Jp,,1001111,,0.0,1001111
2504,rMPNsrLtzt1Wxnmd8dh5uLtjfeYH5JqmFx,,1001021,,0.0,1001021
2505,rhocDv7okmLj2dsi2j8nGqpCo1Xt1bJjyc,,1001019,,0.0,1001019
2506,rfBMDFzQmdU2gen1XyjA5pMTFVFt9StzpW,,1001014,,0.0,1001014
2507,rLosRuzmHqHLR3MW5ks3s3veqH8VEno1nV,,1000989,,0.0,1000989
2508,rGHND6FZoAp5SpjFVK3Ngz7rf7DjTdZZu2,,1000978,,0.0,1000978
2509,rPr5Nw2tn6F6x1rsK7DPg3dKzkkt7PPG8s,,1000977,,0.0,1000977
2510,rEAhgeELxj4AYTF3oTRsxTezdoKuEVktAs,~kdskms,1000856,,0.0,1000856
2511,rJwfaunA9wEdU6mH57CBiuuzNtQZTL46xR,,1000847,,0.0,1000847
2512,raYJWvJdskPcu1w4FtRAXP5aJpvKJ5vs7r,,1000844,,0.0,1000844
2513,r9pvaZtPW99DvTBVfTPAeodrLWodCGz8i8,,1000703,,0.0,1000703
2514,rwunjjhK3PXEK5BNor8K4JHKF36J9B1wU2,,1000696,,0.0,1000696
2515,r9K2485korgR3TFYVsCASvm7Xb4zChz3Tq,,1000632,,0.0,1000632
2516,rDv3iHXvFDjjrLqXcRBCZY2FWeugje3KiK,,1000540,,0.0,1000540
2517,rnDS1jcrseqczDjQbWtigjCmjjNjbQLkVB,~andremich,1000525,,0.0,1000525
2518,rffVXB6hcXZbqvwBGd3mdXrbGb96NuvH6j,,1000439,,0.0,1000439
2519,rwDJA3xmKwDxMm99Aw9TsRTggUGn8dhfmt,,1000429,,0.0,1000429
2520,rBUF5DWM44CuMjbzCG9wu2z2DQ21Vb9To3,,1000408,,0.0,1000408
2521,rpixCFnpBCUj4y7espAT1RnwFmHvgSyEtM,,1000345,,0.0,1000345
2522,rJvLtKQLkgFjkpzaQahhDGCmearWzx9yba,,1000343,,0.0,1000343
2523,rP2W2DfMuka7jTqGCFHcAcBs1exvt2Jb1h,,1000319,,0.0,1000319
2524,rpjKW3d8gTBsc6q6TScRUXxL4h1Ehzsuu2,,1000304,,0.0,1000304
2525,rGxs4y2F4Zj5KE81U3iv4A8WYEqjiCUFZ7,,1000275,,0.0,1000275
2526,rHf1WTU5zfHxK7p1yWJY8YBJE2MBHJ8cw7,,1000230,,0.0,1000230
2527,rHrRmruSdygyU73BRPNZXjbwGXB2f6sJQX,~OTARIPPLE8437322,1000200,,0.0,1000200
2528,r9pi55zVeWASSLqtR3YFho2K5yUcr1JqPu,,1000192,,0.0,1000192
2529,rhHNdqKhJhLk3s1gJCfg5jDwAHU3zWW5jm,,1000192,,0.0,1000192
2530,rBwhJZKn1DCm5qL5oJGWrfVAzRzsPgd753,,1000165,,0.0,1000165
2531,rsrimBKa6DKAgkyTHAQjjKnCm4PPxU3X76,,1000122,,0.0,1000122
2532,rpcLjdECFxqLUCKdccEE3wFQe4izkK6MYa,,1000112,,0.0,1000112
2533,rNZXCiEHTSME53MbwCxEUzcGSiae5UCwVV,,1000100,,0.0,1000100
2534,rNrPEYZoK1cm7SiWJtFszhtow9thgu6oEF,,1000100,,0.0,1000100
2535,rKd5EPGrFWnVRscxeGYNaTbByNRohs9Gs,,1000100,,0.0,1000100
2536,rhgvW9bHjuDA9aqGvaYdjH7F1h2Dm3R3nH,,1000100,,0.0,1000100
2537,rHENMuTdr6M28aYR1gHNSWAstBMvHSHhrq,,1000100,,0.0,1000100
2538,rNSLZsdKECpTEwFks22LubinPvSwyZFK5o,,1000100,,0.0,1000100
2539,r4MoybfgCHDoUByYyMejimaX6a8CEtWtav,Ripple (30),1000100,,0.0,1000100
2540,rndffcz6KgEzjszmUURLBPH8ZQAnKxSMxZ,,1000100,,0.0,1000100
2541,rEtHctxawB7C6RbQuLX2QeN2hDZQosBGqD,~sik2015,1000099,,0.0,1000099
2542,rKVoBhmLD9qijsCjZW7wqAMbtTNWYr3You,,1000098,,0.0,1000098
2543,rnXE7HWAg7SrWDq4W7JUVLLZJ6nHwEVoSz,,1000087,,0.0,1000087
2544,rKvwPAcFCA6SdQDGqKMFNZfDLEMo1T1eHt,,1000087,,0.0,1000087
2545,rHUxap5gh4M9Bpm53uHmWnDHTVNaWC2ViX,~TradingAccount,1000086,,0.0,1000086
2546,rhoeb9LCe5nvcqkCgdED5ywKUXcdi8KS8P,,1000079,,0.0,1000079
2547,rsybUaff7gFgNA6M5J2GwL2LV1ySBiWStD,,1000075,,0.0,1000075
2548,rPDV3izNAwmwc58qyny8Y1AUrijmHt4iPH,,1000067,,0.0,1000067
2549,rUbU5sPkSfXU4Crk77yHw1WBr5WLcq1Xyk,,1000060,,0.0,1000060
2550,rP1JNtcoCp7TFxf2h69GxX1ijZvjFfmPzT,,1000051,,0.0,1000051
2551,rnDZByNinYV1FWYUo95MY2riqwnTV1Fbe1,,1000050,,0.0,1000050
2552,rPr5HSqxf35qYo2VFdcvKkCmCEuAdvLbSx,,1000050,,0.0,1000050
2553,rPe6YY1wMzCZHZBxhTWU9LyqXrrnyaHHib,,1000046,,0.0,1000046
2554,rJXVK3R6sDVpgthZVGWnUgnxqa4JDxLYEc,,1000035,,0.0,1000035
2555,rJXzkgVNqrbNFg84w17erTPvcAqi1giwXf,,1000030,,0.0,1000030
2556,rMKz2SAYkWX2Px72oKeroiHNXc5SfZo3Rz,,1000029,,0.0,1000029
2557,rUYRRk3Y28A9zxNfKN5L2pYk65qSBENyDX,,1000025,,0.0,1000025
2558,r4jqXQNnfdCqsDb3eMgDJoZXkEXBjE1m5W,,1000025,,0.0,1000025
2559,rJzgGRdaPREsHUJV4EGBrNqNpndBztn37k,,1000023,,0.0,1000023
2560,rpotNgWNZN8rKBRfRvGHo2vtFWGegcmwum,,1000023,,0.0,1000023
2561,rE6BFtgXf6CgK6gjXWkw8uxGYdandcVzyj,,1000021,,0.0,1000021
2562,rand4r1gFomqrgU8zzwrFiLcsDimXobNBP,,1000020,,0.0,1000020
2563,rand3HWa631n2YkNsdHFzh1z55AR1JCuP2,,1000020,,0.0,1000020
2564,rand1X6a7Uoyt7wvQKVjmF6QyfTncjBydr,,1000020,,0.0,1000020
2565,rand2rR2GTdjnE1YfPeW9JM2xo8eiytoVE,,1000020,,0.0,1000020
2566,rMeq55Z7qGWt6WqUSPvCGvqXRyUzCzf8gE,,1000020,,0.0,1000020
2567,rsxM2oMSEnqhv8PStxesPKNYnv7RPEfhZF,,1000020,,0.0,1000020
2568,r4HNuorKYTWr4YjPynMqxnsHUxtmHde2zP,,18,1000000,0.0,1000018
2569,rBodg9w1vxpsKEHX9ewzvHrWkDkjnFgZDY,,1000015,,0.0,1000015
2570,rhwSa1PBAuW3H35KSe29oxZ6Ew61qxp1zB,,1000014,,0.0,1000014
2571,rPV7ggwuyLYtc7sK3mWC3mvJEjm2yTi5xr,,1000012,,0.0,1000012
2572,rEKfm8YgFX9vqzvLVa8nimSruRHjf3zQTY,,1000012,,0.0,1000012
2573,r85HgYRUix2fK8XBbKxpzRsX2XsJZTZGM,,1000011,,0.0,1000011
2574,rnxoLYKc1uF5BGfVnT1BTZiB4WyGxjtrZp,,1000011,,0.0,1000011
2575,rhiiXtjJNz2vnqtdHFdJ4WTwzQPhR3NWLA,,1000011,,0.0,1000011
2576,rnnNHmdtMjPJi4fZza8m4H4x1upcK9cDh4,,1000011,,0.0,1000011
2577,r9rjedrdSiz2GasZUk3kkkkFyboLL93rRq,,1000011,,0.0,1000011
2578,rnEkHqXy5hfzfcd9RKWf8UYxyFc2F6dJ16,,1000010,,0.0,1000010
2579,r9pAJqoEcYdrr9XiLQuhzFZt9J6D9VWE4w,,1000010,,0.0,1000010
2580,rEsLqkMSfd6Yt3TsJ7s6a8hjJgb1DHpr2M,,1000010,,0.0,1000010
2581,rHeobfGzbzw6R12xRyCeEP7t96rZ2Gk13x,,1000010,,0.0,1000010
2582,rUXRP7LdYZqYNSJ92XH6K39LFVttEzAZfW,,1000010,,0.0,1000010
2583,rM6sNUt4GsUg8Uqtvmv6xYumyudfGenXZi,,1000010,,0.0,1000010
2584,raorBmbzraA6TooLQ6kGWRSx1HQq7d4gzS,chrislarsen (8),1000009,,0.0,1000009
2585,rUdckgg8EF8DDMS1BuJcWrHcuF9hpH9x3f,,1000006,,0.0,1000006
2586,rJhQW4fodzf7mEABFbaei1GRY4i3xgnYFh,~JesusFuckingChrist,1000003,,0.0,1000003
2587,rWgnCi3wFCmvackH95jktHn3EsaCpAhk6,,1000002,,0.0,1000002
2588,rMHQSukkxCYAdfdKvnH18F9SkQYWu4Mhb,,1000002,,0.0,1000002
2589,rLzQDD72dafUVm1mKHvTu6afUpteVETxD,,1000001,,0.0,1000001
2590,rJAu9XvanZodVmwtRMJKsAR7bjP98auGyr,,1000001,,0.0,1000001
2591,ra7Rndd2etcrgR293nVACJ3PC3uebN5MxS,,1000001,,0.0,1000001
2592,rfA9L4yiRxfPvs8nezs546YY4iYTw1Nc82,,1000001,,0.0,1000001
2593,rsgzdMVXUNeeEaGbTLEbAAJAA6zVwFV2MJ,,1000001,,0.0,1000001
2594,r3vbKrH5NJ5XoyHtuEj8CQ2WcJ9wdoREhq,~AlexP,1000001,,0.0,1000001
2595,r3SKHg2u6TVKkgLqrqgG2GzoUKg8NYHRCJ,,1000000,,0.0,1000000
2596,rwHZ1QuHZ8e7zkk6eeNBRnzSfjKm2UA3Tj,,1000000,,0.0,1000000
2597,r44o4b3f8Kd3L3A1T654neGyCKZYvCYWgr,,1000000,,0.0,1000000
2598,rKNe7SFkCWVJKWRiqJ3fMFEchxBkfqVu5e,,1000000,,0.0,1000000
2599,rwdbD4oGeKzBHFJL7qvXYc9R1n5qSG7mgP,,1000000,,0.0,1000000
2600,rnf4bjsrVgi9DAPzCSU4RWThdMzKkfkiN5,,1000000,,0.0,1000000
2601,rGkyJkzFr9j1EUAWbiaMyJ4oymbAGuF8zx,,1000000,,0.0,1000000
2602,rU7Tw5ux1Fufy5HAbttGqrwaFxZGeGzXgQ,,1000000,,0.0,1000000
2603,rpbCT2WHR9Wko9KfmHTrDow46rfTKQC2bv,,1000000,,0.0,1000000
2604,rEHXuEYJS5njiwhsAun6hKRtRp2Eq8miQ8,,1000000,,0.0,1000000
2605,rG16diXihigKXCr8D32gmHabrspmb2q2M7,,1000000,,0.0,1000000
2606,rK8mm8uFx4p4QmSPPvjhS8REy6pGiB3GGv,,1000000,,0.0,1000000
2607,rBEDSmE1Ys2DTAnwEPGdeF5TZXPe5SBPyp,,1000000,,0.0,1000000
2608,rB3NhNYa4K8Rm9Mf61S5LQeNfdHNpVuJoP,,1000000,,0.0,1000000
2609,rL2pPBAuwtuGLRjPWU8SUffHAH4L3gtT94,~Funheartylaughter,1000000,,0.0,1000000
2610,rhcr95EAN24JPLpgSEf3mJKCkVKQspSUhR,,1000000,,0.0,1000000
2611,r9iYEMVVLQfWjn3aQheZLjFBWv5SLRLNMh,,1000000,,0.0,1000000
2612,rJwCjuSuH2Nysv9o2BKhqhP1aCoRCWsFHP,,1000000,,0.0,1000000
2613,rH6WkNtAw3vV8SwoZcuJVr6nffsUqtbtTe,,1000000,,0.0,1000000
2614,r9DZEgZPy2viLiQ2JKzKNXXdFhobtSm7ka,,1000000,,0.0,1000000
2615,rDzPMAyDJK6NJXn7LFvPQQaVkjgvZ8LPPV,,1000000,,0.0,1000000
2616,rpkmg4hGnrpcFAam62zqeBWK9ce6bMLt6u,,1000000,,0.0,1000000
2617,rJhJdg4crMCtQmoDBdYQ39YNdjoJdLfJeZ,,1000000,,0.0,1000000
2618,raPpHT7vEifzQNtZPQQJfa3igysim25Mzn,,1000000,,0.0,1000000
2619,rMoCGdRuiypeuPzPMiXvsuiYutqLG45bpm,,999999,,0.0,999999
2620,rUxdPx5BqG2qSdGpEwu4EKdWFUvMCWUUQj,,999999,,0.0,999999
2621,rhuUKmBat6UKGdLj8CpqdYA3w7e8AwZPrL,,999998,,0.0,999998
2622,rfv1gi3ytNpumvTzmovzmaT8kSThUPVtL9,,999998,,0.0,999998
2623,r4eZYUcLF7U6kUC9UmDJwCzyPxyAt9w8Xn,,999991,,0.0,999991
2624,rwx1UgH8odZWjYqmQUDoUDnUYCAZqpNnQZ,,999990,,0.0,999990
2625,raL9GUJi8kgnce4ToG69KmDAZLbD19v54o,,999980,,0.0,999980
2626,rMkGKXPQi2i1mvRETjbjgBGZw1k7xLsoAK,,999903,,0.0,999903
2627,r99zjUKBvBMA6JPN4AXnDXa9yJp4X7XhoQ,,999805,,0.0,999805
2628,rGZhPZzjLCnBMKkFrp2To8WGUp6DJMVKjy,,999585,,0.0,999585
2629,rPKUcQKtH7BjWJyzxhCE8Kiq4zLzUfS4HX,,999510,,0.0,999510
2630,rEQpd2FtMGr5zSsER71V8qbYHvGxb3kUpR,,999412,,0.0,999412
2631,rJUfV95mYPzYqqtnFnnUEj9ba1wqgUdPGR,,998022,,0.0,998022
2632,raVnZx87ddHFkqdoZQHEWHk4ecxTiWufEe,,997441,,0.0,997441
2633,rNCk68rSF1mPVoyPwUaCDkFYXxv1yg3UZ5,~ecoin2333,996960,,0.0,996960
2634,rKuHLVkdYNU6N2Tq1CJ1iCRj561MqLYvCu,,996935,,0.0,996935
2635,rrhHcdX14JeDMoRyhmHaEnCz3UbLT9HroE,,996650,,0.0,996650
2636,r42Jacdg9ovoEU2C2pb4Wq5jXVG1YNVYE6,,996040,,0.0,996040
2637,rMsafEMTPPnyPhjdWYtDTTeLHNYxDRSv9g,,995213,,0.0,995213
2638,r3WFAUdnSiFhiFQCgHDkFQ6oqEMoKQyL9z,,995113,,0.0,995113
2639,rLgNzfkph2rr73yQgapCh2AAEFw4cXV9yE,Chips.gg (2),994938,,0.0,994938
2640,rNLAeLaqknjov7erPWNoiEGmzi19KnF7T4,,994363,,0.0,994363
2641,rLyhMi1mnePXmzduUb39sunKjG33Jn2vzu,,993160,,0.0,993160
2642,rBowM3aF63XCb2uRBYJUopVMjVwLvWnKQK,,991799,,0.0,991799
2643,rJzNHxTncacbZVh2CSFTsm3MPWzWfvE3Dn,,991373,,0.0,991373
2644,rABqApNqz1HXknxuRLspExEisCy7T2b1k,,990800,,0.0,990800
2645,rn6jecrJkZ85Z6y3Z4c3yMbumUZbWtVuBV,,990704,,0.0,990704
2646,r9M5HE6Vn6WsGGSc18vp6huJyivd6fmvSU,,990199,,0.0,990199
2647,r3o56ZBZhJVMoLdbiG42mH3my2dizhvLXX,,990121,,0.0,990121
2648,rGthzru3SrSvyEF7ubfYMn2d4NUesYPXbc,,990048,,0.0,990048
2649,rK14WVAKriMYRKuiEHbQhDefDQ3zaVmzDP,,989944,,0.0,989944
2650,r9Mxg3YiyfQ4F3gx4mkMedX1A89edock9P,,989199,,0.0,989199
2651,rfpFPpx8ScY6Q9ZeyhPYwHefKdx3aMpy9J,,988874,,0.0,988874
2652,rPBjQsmkEPUX9bP6ZsbeKzqAz4mCFAixUi,,988608,,0.0,988608
2653,rJfSBu9or376eXdo5VCSLMy5qzV8Lc8zR,,988468,,0.0,988468
2654,rUBPgv8hVMBrFMeNYBPMUwiTwWiEom3GvQ,SunCrypto (1),988005,,0.0,988005
2655,rrVvaPWAWqt2GjxaXXBK9e9Wd5e4nH5to,,987890,,0.0,987890
2656,r3a7Zt1z7LnjAFZiYxUogjtso7TQ2spkvm,,986192,,0.0,986192
2657,rGTph3j6nirW9gXjQEQLzrsXiVytaYxwfS,,985747,,0.0,985747
2658,rGKa9FTfX4CGeHS8rmxq9TStVbG9ZzjqhT,,985679,,0.0,985679
2659,rGV2dz93B2mSv2tZvonW1UHBHQqpSF7b2B,,985156,,0.0,985156
2660,rntAanf2ojNCnV452maJq1t7wqv43jgseA,,985050,,0.0,985050
2661,rRmgo6NW1W7GHjC5qEpcpQnq8NE74ZS1P,Coinbase (10),983335,,0.0,983335
2662,rHEAJFPczLPq8hrPAfTFy7c8aJ8qmCuwX,,983078,,0.0,983078
2663,rg4oeqbYEiK1wyTkr7VccAhSYNXsThmzz,,982016,,0.0,982016
2664,rUS46finA3z8ByC4CYawevXoAjTdmK68rQ,,982012,,0.0,982012
2665,rBAg56YMpBvsfQq7HaFQRpdcTJZnr3orBp,,981314,,0.0,981314
2666,rBBDaz7NPmgFU3HkAJgjFEimJwPsCha558,,981251,,0.0,981251
2667,rhujAQRZj9NEdw41HLrLRUWfR6vp6A4gqp,,980583,,0.0,980583
2668,r4o7N8a9eyGQG6PUFAh2sTMHdVym2bSphQ,,980172,,0.0,980172
2669,rhgNTSeHguRAz3d5DyMa31iBMN8s4odhQf,,980023,,0.0,980023
2670,rBXynmKdegcmTLeA91z9ctwtN4ADPBcqJ5,,980010,,0.0,980010
2671,rUdqi6nXbm26qt79FkoMYTmTG2zuhQaPG6,,979865,,0.0,979865
2672,rP6pEhWXReL5eXvYpzLKVWo5xbWFJYnDxf,,979108,,0.0,979108
2673,r4jcFVf8acXMkVyfDQmNpUD6Q3ZMg6VCAK,,978687,,0.0,978687
2674,r9JFukuzCVuGTCb7YVWC34Tje98NL7UGhb,,977262,,0.0,977262
2675,rJXXXVJQvpuFixDpA5GBpQNruZN59Ujkvj,,976351,,0.0,976351
2676,rJM2ojiTWbLaha37EN4TsqkrTXA5j3Rter,,975700,,0.0,975700
2677,rByV8YhK1PS92TGi3WuMZbsNQpwPS1iU93,,975578,,0.0,975578
2678,rpRCyqNF2Rtfpqv3ugAqe7CUtxCSctMEMg,,975059,,0.0,975059
2679,rMMoWMe3PPHP55tuxXfYcz9fGeoaG9a4Ni,,975051,,0.0,975051
2680,rfiY8ZGJ7gY9ticjyiCDe56fQYhqc3JFJK,,974942,,0.0,974942
2681,rG3BYzFFWpbmLMaAYXMzoDBt7h4FFhjLZn,,973653,,0.0,973653
2682,rNdhc8PPsJjHehSDvjGVM3FcjndJbSjSbu,,973075,,0.0,973075
2683,rhrk8vib6A9C4GfAFrf7sUaSJxwisTKZCF,,972501,,0.0,972501
2684,rUYHZ71yXAS54ZQNvvooLX7rFtZydXjnP,Hata (1),970832,,0.0,970832
2685,rD9ex7bJtRLe1qSCZGiYBEGsMXKgt8KQg,,970009,,0.0,970009
